Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Announced Date,Announced Date Precision,IPO Date,Website,Twitter,LinkedIn,Top 5 Investors
Forge Platform,https://www.crunchbase.com/organization/forge-platform,Ethereum,"Woodland, California, United States",Forge Platform provides real-time and historical insights for ethereum based projects.,"189,563",2019-01-01,day,,http://forgeplatform.com/,,,"Upfront Ventures, Manta Ray Ventures"
Xun Yao Chengdu,https://www.crunchbase.com/organization/xun-yao-chengdu,"Big Data, Blockchain, Information Technology","Chengdu, Sichuan, China",Xun Yao Chengdu is a blockchain and data security monitoring platform.,"204,098",2018-05-18,day,,http://www.mrray.cn/,,https://www.linkedin.com/company/%E8%BF%85%E9%B3%90%E6%88%90%E9%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/,"GSUM Fund Management, Xingshu Keji (Shenzhen) Youxian Gongsi"
3iQ,https://www.crunchbase.com/organization/3iq,"Cryptocurrency, Financial Services","Toronto, Ontario, Canada",3iQ is a Canadian investment fund manager focused on providing innovative investment products of institutional quality.,"206,798",2023-12-28,day,2020-04-09,https://3iq.ca/,https://twitter.com/3iq_corp,https://in.linkedin.com/company/3iq-corp,Exponential Ventures
Multi Commodity Exchange of India Ltd,https://www.crunchbase.com/organization/mcx,"Bitcoin, Blockchain, Financial Services, FinTech, Precious Metals, Trading Platform","Mumbai, Maharashtra, India","India’s first listed exchange, is a state-of-the-art, commodity futures exchange","208,973",,,2012-03-09,http://www.mcxindia.com/,https://www.twitter.com/mcxindialtd,https://www.linkedin.com/company/multi-commodity-exchange-of-india,Brand Capital
US Bitcoin Corp,https://www.crunchbase.com/organization/us-bitcoin-corp,"Bitcoin, Cryptocurrency, Data Mining","Miami, Florida, United States","US Bitcoin Corp is offering cost-effective mining, enabling consumers to have access to feasible mining services.","219,263",2023-02-07,day,,https://www.usbtccorp.com/,,https://www.linkedin.com/company/usbtc,"Blockchain Founders Fund, Archetype, Bossa Invest, 25madison, Accomplice"
Coinfloor,https://www.crunchbase.com/organization/coinfloor,"Bitcoin, Cryptocurrency, Finance, Financial Exchanges","London, England, United Kingdom",Coinfloor is an established group of cryptocurrency exchanges for institutional or sophisticated investors and traders.,"224,216",2021-10-04,day,,https://coinfloor.co.uk,https://twitter.com/coinfloor,https://www.linkedin.com/company/coinfloor-limited,"Passion Capital, Taavet Hinrikus, Adam Knight"
Coinzone,https://www.crunchbase.com/organization/coinzone,"Bitcoin, Mobile Payments, Payments","Herlev, Hovedstaden, Denmark",Coinzone - The First European Full Stack Bitcoin Solution,"256,040",2015-08-12,day,,http://www.coinzone.com,http://twitter.com/coinzone,http://www.linkedin.com/company/coinzone,Gecad Ventures
LibertyX,https://www.crunchbase.com/organization/libertyx,"Bitcoin, Financial Services, FinTech","Boston, Massachusetts, United States","LibertyX is America's oldest and largest network of bitcoin ATMs, cashiers, and kiosks.","260,550",2021-08-02,day,,https://libertyx.com/,https://twitter.com/libertyx,https://in.linkedin.com/company/libertyx,"MassChallenge, Bantam Group, Sandy Cass, Project 11 Ventures"
Damex,https://www.crunchbase.com/organization/damex,"Asset Management, Blockchain, Cryptocurrency, Financial Services","Gibraltar, Gibraltar, Gibraltar","Damex is a platform for payments that provides sending and storing of cryptocurrencies, digital assets, and blockchain services.","275,157",2024-10-14,day,,https://www.damex.io/,https://twitter.com/damex_io?lang=en,https://www.linkedin.com/company/damexio/,"FunFair Ventures, coinIX, Cetacean Capital, Alpha Praetorian Capital, Belobaba Fund"
BlockTrail,https://www.crunchbase.com/organization/blocktrail,"Big Data, Bitcoin, Information Technology","Amsterdam, Noord-Holland, The Netherlands",Blocktrail is a powerful Bitcoin wallet and developers platform and block explorer that delivers tools the bitcoin economy.,"297,642",2016-07-20,day,,http://www.blocktrail.com,http://twitter.com/blocktrail,http://www.linkedin.com/company/blocktrail-b-v-,BlockCorp
Xunlei,https://www.crunchbase.com/organization/kankan,"Blockchain, Cloud Computing, Information Technology, Software","Shenzhen, Guangdong, China",Xunlei Limited is a global innovator in shared computing and blockchain technology.,"298,412",,,2014-06-24,http://www.xunlei.com/,,http://www.linkedin.com/company/3822035,"Google, Morningside, Xiaomi, IDG Capital, Primavera Capital Group"
BuyWithMe,https://www.crunchbase.com/organization/buywithme,"Banking, Blockchain, Communities, Cryptocurrency, E-Commerce, Financial Services, Group Buying, Mobile Payments, Payments, Transaction Processing","New York, New York, United States","BuyWithMe is providing a borderless payment ecosystem through QR code and Libra coins,  where local merchants can offer deals to members","314,079",2011-11-02,day,,https://www.buywithme.app,,,"Bain Capital, Bain Capital Ventures, Matrix, Christian Dahlen, Pinnacle Ventures"
SponDoolies-Tech,https://www.crunchbase.com/organization/spondoolies-tech,"Cryptocurrency, Hardware, Infrastructure, Mining, Semiconductor","Kiryat Gat, HaDarom, Israel",Spondoolies-Tech is focused on building mining rigs for cryptocurrency.,"377,679",2021-08-24,day,,http://www.spondoolies-tech.com/,http://twitter.com/SpondooliesTech,http://www.linkedin.com/company/spondoolies-tech,"BRM Capital, Olivier Janssens"
Coinsetter,https://www.crunchbase.com/organization/coinsetter,"Bitcoin, Finance, FinTech, Trading Platform","New York, New York, United States",Coinsetter operates a Bitcoin trading platform with tools for forex traders.,"412,047",2016-01-16,day,,http://www.coinsetter.com,http://twitter.com/coinsetter,https://www.linkedin.com/company/coinsetter,"Digital Currency Group, Blockchain Capital, Tribeca Venture Partners, Ben Davenport, Cryptonaut Ventures"
Cryptiv,https://www.crunchbase.com/organization/cryptiv,"Bitcoin, Finance, Financial Services, FinTech","Toronto, Ontario, Canada","Cryptiv’s Enterprise Blockchain Wallet System allows traditional firms to handle blockchain-enabled digital assets, like Bitcoin and Ether.","499,567",2019-03-19,day,,http://cryptiv.com,http://twitter.com/cryptiv,http://www.linkedin.com/company/5224074,China Canada Angel Alliance
Bitnet Technologies,https://www.crunchbase.com/organization/bitnet-technologies,"Bitcoin, Cryptocurrency, E-Commerce, Payments","San Francisco, California, United States",Bitnet Technologies is a digital commerce platform that helps enterprise scale merchants to accept bitcoin payments.,"550,730",2016-10-24,day,,https://bitnet.io/,http://twitter.com/bitnettech,http://www.linkedin.com/company/bitnet-technologies-ltd-?,"Blockchain Capital, Digital Currency Group, Rakuten, Highland Capital Partners, Artis Ventures"
Secucial,https://www.crunchbase.com/organization/secucial,"Blockchain, Database, Identity Management, Information Technology, Security","Singapore, Central Region, Singapore",Secucial is an information technology company that provides a digital identity that links physical and digital properties to its owners.,"1,069,893",2020-04-01,month,,https://secucial.com/,https://twitter.com/secucial,https://www.linkedin.com/company/secucial/,"CyLon Ventures, ICE71"
